i(VIout),v(V1),v(V2),v(Vout)
4.08099954E-07,0.65287,0.5,0.6
4.08103904E-07,0.65288,0.5,0.6
4.08107883E-07,0.65289,0.5,0.6
4.0811182E-07,0.6529,0.5,0.6
4.08115785E-07,0.65291,0.5,0.6
4.08119707E-07,0.65292,0.5,0.6
4.08123711E-07,0.65293,0.5,0.6
4.08127622E-07,0.65294,0.5,0.6
4.08131516E-07,0.65295,0.5,0.6
4.08135453E-07,0.65296,0.5,0.6
4.08139464E-07,0.65297,0.5,0.6
4.08143407E-07,0.65298,0.5,0.6
4.08147365E-07,0.65299,0.5,0.6
4.08151287E-07,0.653,0.5,0.6
4.08155248E-07,0.65301,0.5,0.6
4.08159213E-07,0.65302,0.5,0.6
4.08163121E-07,0.65303,0.5,0.6
4.08167086E-07,0.65304,0.5,0.6
4.08171068E-07,0.65305,0.5,0.6
4.08175016E-07,0.65306,0.5,0.6
4.08178924E-07,0.65307,0.5,0.6
4.08182846E-07,0.65308,0.5,0.6
4.08186814E-07,0.65309,0.5,0.6
4.08190765E-07,0.6531,0.5,0.6
4.08194783E-07,0.65311,0.5,0.6
4.08198705E-07,0.65312,0.5,0.6
4.08202684E-07,0.65313,0.5,0.6
4.08206621E-07,0.65314,0.5,0.6
4.08210518E-07,0.65315,0.5,0.6
4.08214468E-07,0.65316,0.5,0.6
4.08218472E-07,0.65317,0.5,0.6
4.08222324E-07,0.65318,0.5,0.6
4.08226317E-07,0.65319,0.5,0.6
4.08230267E-07,0.6532,0.5,0.6
4.08234261E-07,0.65321,0.5,0.6
4.08238115E-07,0.65322,0.5,0.6
4.08242133E-07,0.65323,0.5,0.6
4.08246013E-07,0.65324,0.5,0.6
4.08250035E-07,0.65325,0.5,0.6
4.08253985E-07,0.65326,0.5,0.6
4.08257893E-07,0.65327,0.5,0.6
4.08261844E-07,0.65328,0.5,0.6
4.08265791E-07,0.65329,0.5,0.6
4.08269702E-07,0.6533,0.5,0.6
4.0827371E-07,0.65331,0.5,0.6
4.08277632E-07,0.65332,0.5,0.6
4.0828154E-07,0.65333,0.5,0.6
4.0828559E-07,0.65334,0.5,0.6
4.08289498E-07,0.65335,0.5,0.6
4.0829342E-07,0.65336,0.5,0.6
4.08297343E-07,0.65337,0.5,0.6
4.08301382E-07,0.65338,0.5,0.6
4.08305286E-07,0.65339,0.5,0.6
4.08309198E-07,0.6534,0.5,0.6
4.08313159E-07,0.65341,0.5,0.6
4.08317124E-07,0.65342,0.5,0.6
4.08321046E-07,0.65343,0.5,0.6
4.08325E-07,0.65344,0.5,0.6
4.08328933E-07,0.65345,0.5,0.6
4.0833287E-07,0.65346,0.5,0.6
4.08336906E-07,0.65347,0.5,0.6
4.08340828E-07,0.65348,0.5,0.6
4.08344778E-07,0.65349,0.5,0.6
4.08348686E-07,0.6535,0.5,0.6
4.08352651E-07,0.65351,0.5,0.6
4.08356602E-07,0.65352,0.5,0.6
4.08360552E-07,0.65353,0.5,0.6
4.08364446E-07,0.65354,0.5,0.6
4.08368496E-07,0.65355,0.5,0.6
4.08372351E-07,0.65356,0.5,0.6
4.08376284E-07,0.65357,0.5,0.6
4.08380252E-07,0.65358,0.5,0.6
4.08384253E-07,0.65359,0.5,0.6
4.08388154E-07,0.6536,0.5,0.6
4.08392157E-07,0.65361,0.5,0.6
4.08396037E-07,0.65362,0.5,0.6
4.08400055E-07,0.65363,0.5,0.6
4.08403995E-07,0.65364,0.5,0.6
4.08407963E-07,0.65365,0.5,0.6
4.08411829E-07,0.65366,0.5,0.6
4.08415818E-07,0.65367,0.5,0.6
4.08419769E-07,0.65368,0.5,0.6
4.08423706E-07,0.65369,0.5,0.6
4.08427656E-07,0.6537,0.5,0.6
4.08431678E-07,0.65371,0.5,0.6
4.08435543E-07,0.65372,0.5,0.6
4.08439504E-07,0.65373,0.5,0.6
4.08443462E-07,0.65374,0.5,0.6
4.08447381E-07,0.65375,0.5,0.6
4.08451388E-07,0.65376,0.5,0.6
4.0845531E-07,0.65377,0.5,0.6
4.08459261E-07,0.65378,0.5,0.6
4.08463169E-07,0.65379,0.5,0.6
4.08467177E-07,0.6538,0.5,0.6
4.08471113E-07,0.65381,0.5,0.6
4.08475064E-07,0.65382,0.5,0.6
4.08478957E-07,0.65383,0.5,0.6
4.08482936E-07,0.65384,0.5,0.6
4.08486891E-07,0.65385,0.5,0.6
4.08490909E-07,0.65386,0.5,0.6
4.08494746E-07,0.65387,0.5,0.6
4.08498781E-07,0.65388,0.5,0.6
4.08502704E-07,0.65389,0.5,0.6
4.08506697E-07,0.6539,0.5,0.6
4.08510594E-07,0.65391,0.5,0.6
4.08514484E-07,0.65392,0.5,0.6
4.08518421E-07,0.65393,0.5,0.6
4.08522443E-07,0.65394,0.5,0.6
4.08526351E-07,0.65395,0.5,0.6
4.08530301E-07,0.65396,0.5,0.6
4.08534206E-07,0.65397,0.5,0.6
4.08538231E-07,0.65398,0.5,0.6
4.08542139E-07,0.65399,0.5,0.6
4.08546146E-07,0.654,0.5,0.6
4.08550015E-07,0.65401,0.5,0.6
4.08554076E-07,0.65402,0.5,0.6
4.08557955E-07,0.65403,0.5,0.6
4.08561924E-07,0.65404,0.5,0.6
4.08565842E-07,0.65405,0.5,0.6
4.08569779E-07,0.65406,0.5,0.6
4.08573715E-07,0.65407,0.5,0.6
4.08577641E-07,0.65408,0.5,0.6
4.0858162E-07,0.65409,0.5,0.6
4.08585624E-07,0.6541,0.5,0.6
4.08589599E-07,0.65411,0.5,0.6
4.08593454E-07,0.65412,0.5,0.6
4.08597419E-07,0.65413,0.5,0.6
4.08601373E-07,0.65414,0.5,0.6
4.0860532E-07,0.65415,0.5,0.6
4.08609342E-07,0.65416,0.5,0.6
4.08613236E-07,0.65417,0.5,0.6
4.08617158E-07,0.65418,0.5,0.6
4.08621151E-07,0.65419,0.5,0.6
4.08625031E-07,0.6542,0.5,0.6
4.08628981E-07,0.65421,0.5,0.6
4.08632975E-07,0.65422,0.5,0.6
4.08636939E-07,0.65423,0.5,0.6
4.08640876E-07,0.65424,0.5,0.6
4.08644784E-07,0.65425,0.5,0.6
4.08648763E-07,0.65426,0.5,0.6
4.08652728E-07,0.65427,0.5,0.6
4.08656675E-07,0.65428,0.5,0.6
4.08660586E-07,0.65429,0.5,0.6
4.0866448E-07,0.6543,0.5,0.6
4.08668473E-07,0.65431,0.5,0.6
4.08672484E-07,0.65432,0.5,0.6
4.08676389E-07,0.65433,0.5,0.6
4.08680339E-07,0.65434,0.5,0.6
4.08684276E-07,0.65435,0.5,0.6
4.08688258E-07,0.65436,0.5,0.6
4.08692276E-07,0.65437,0.5,0.6
4.0869617E-07,0.65438,0.5,0.6
4.0870005E-07,0.65439,0.5,0.6
4.087041E-07,0.6544,0.5,0.6
4.08708036E-07,0.65441,0.5,0.6
4.08711955E-07,0.65442,0.5,0.6
4.08715895E-07,0.65443,0.5,0.6
4.08719746E-07,0.65444,0.5,0.6
4.0872381E-07,0.65445,0.5,0.6
4.08727765E-07,0.65446,0.5,0.6
4.08731641E-07,0.65447,0.5,0.6
4.08735605E-07,0.65448,0.5,0.6
4.08739599E-07,0.65449,0.5,0.6
4.08743578E-07,0.6545,0.5,0.6
4.08747457E-07,0.65451,0.5,0.6
4.08751422E-07,0.65452,0.5,0.6
4.0875533E-07,0.65453,0.5,0.6
4.0875938E-07,0.65454,0.5,0.6
4.08763217E-07,0.65455,0.5,0.6
4.08767182E-07,0.65456,0.5,0.6
4.08771204E-07,0.65457,0.5,0.6
4.08775126E-07,0.65458,0.5,0.6
4.08779066E-07,0.65459,0.5,0.6
4.08783045E-07,0.6546,0.5,0.6
4.08786931E-07,0.65461,0.5,0.6
4.08790985E-07,0.65462,0.5,0.6
4.08794865E-07,0.65463,0.5,0.6
4.08798847E-07,0.65464,0.5,0.6
4.08802723E-07,0.65465,0.5,0.6
4.08806731E-07,0.65466,0.5,0.6
4.08810639E-07,0.65467,0.5,0.6
4.08814632E-07,0.65468,0.5,0.6
4.08818511E-07,0.65469,0.5,0.6
4.08822391E-07,0.6547,0.5,0.6
4.08826399E-07,0.65471,0.5,0.6
4.08830449E-07,0.65472,0.5,0.6
4.08834318E-07,0.65473,0.5,0.6
4.08838307E-07,0.65474,0.5,0.6
4.08842244E-07,0.65475,0.5,0.6
4.08846208E-07,0.65476,0.5,0.6
4.08850202E-07,0.65477,0.5,0.6
4.0885411E-07,0.65478,0.5,0.6
4.08858032E-07,0.65479,0.5,0.6
4.08862E-07,0.6548,0.5,0.6
4.08865947E-07,0.65481,0.5,0.6
4.08869855E-07,0.65482,0.5,0.6
4.08873849E-07,0.65483,0.5,0.6
4.08877717E-07,0.65484,0.5,0.6
4.08881725E-07,0.65485,0.5,0.6
4.08885729E-07,0.65486,0.5,0.6
4.08889594E-07,0.65487,0.5,0.6
4.08893559E-07,0.65488,0.5,0.6
4.0889751E-07,0.65489,0.5,0.6
4.0890146E-07,0.6549,0.5,0.6
4.089054E-07,0.65491,0.5,0.6
4.08909333E-07,0.65492,0.5,0.6
4.08913284E-07,0.65493,0.5,0.6
4.08917263E-07,0.65494,0.5,0.6
4.08921224E-07,0.65495,0.5,0.6
4.08925164E-07,0.65496,0.5,0.6
4.08929058E-07,0.65497,0.5,0.6
4.08933094E-07,0.65498,0.5,0.6
4.08937002E-07,0.65499,0.5,0.6
4.08940981E-07,0.655,0.5,0.6
4.08944917E-07,0.65501,0.5,0.6
4.08948839E-07,0.65502,0.5,0.6
4.08952829E-07,0.65503,0.5,0.6
4.08956769E-07,0.65504,0.5,0.6
4.08960634E-07,0.65505,0.5,0.6
4.08964642E-07,0.65506,0.5,0.6
4.08968621E-07,0.65507,0.5,0.6
4.08972589E-07,0.65508,0.5,0.6
4.08976536E-07,0.65509,0.5,0.6
4.08980398E-07,0.6551,0.5,0.6
4.08984366E-07,0.65511,0.5,0.6
4.08988392E-07,0.65512,0.5,0.6
4.08992282E-07,0.65513,0.5,0.6
4.08996204E-07,0.65514,0.5,0.6
4.09000183E-07,0.65515,0.5,0.6
4.09004063E-07,0.65516,0.5,0.6
4.09008059E-07,0.65517,0.5,0.6
4.09012092E-07,0.65518,0.5,0.6
4.0901601E-07,0.65519,0.5,0.6
4.09019904E-07,0.6552,0.5,0.6
4.09023873E-07,0.65521,0.5,0.6
4.09027837E-07,0.65522,0.5,0.6
4.0903176E-07,0.65523,0.5,0.6
4.09035696E-07,0.65524,0.5,0.6
4.09039675E-07,0.65525,0.5,0.6
4.09043611E-07,0.65526,0.5,0.6
4.09047562E-07,0.65527,0.5,0.6
4.09051527E-07,0.65528,0.5,0.6
4.09055406E-07,0.65529,0.5,0.6
4.09059471E-07,0.6553,0.5,0.6
4.09063436E-07,0.65531,0.5,0.6
4.09067329E-07,0.65532,0.5,0.6
4.09071308E-07,0.65533,0.5,0.6
4.09075202E-07,0.65534,0.5,0.6
4.0907921E-07,0.65535,0.5,0.6
4.09083132E-07,0.65536,0.5,0.6
4.09087068E-07,0.65537,0.5,0.6
4.09090962E-07,0.65538,0.5,0.6
4.09094941E-07,0.65539,0.5,0.6
4.0909892E-07,0.6554,0.5,0.6
4.09102828E-07,0.65541,0.5,0.6
4.09106779E-07,0.65542,0.5,0.6
4.09110772E-07,0.65543,0.5,0.6
4.09114723E-07,0.65544,0.5,0.6
4.09118645E-07,0.65545,0.5,0.6
4.09122595E-07,0.65546,0.5,0.6
4.0912655E-07,0.65547,0.5,0.6
4.09130468E-07,0.65548,0.5,0.6
4.09134433E-07,0.65549,0.5,0.6
4.09138384E-07,0.6555,0.5,0.6
4.09142348E-07,0.65551,0.5,0.6
4.09146271E-07,0.65552,0.5,0.6
4.09150218E-07,0.65553,0.5,0.6
4.09154172E-07,0.65554,0.5,0.6
4.09158154E-07,0.65555,0.5,0.6
4.09162041E-07,0.65556,0.5,0.6
4.09166052E-07,0.65557,0.5,0.6
4.09169971E-07,0.65558,0.5,0.6
4.09173968E-07,0.65559,0.5,0.6
4.09177872E-07,0.6556,0.5,0.6
4.09181855E-07,0.65561,0.5,0.6
4.09185763E-07,0.65562,0.5,0.6
4.09189742E-07,0.65563,0.5,0.6
4.09193706E-07,0.65564,0.5,0.6
4.091977E-07,0.65565,0.5,0.6
4.09201604E-07,0.65566,0.5,0.6
4.09205505E-07,0.65567,0.5,0.6
4.09209523E-07,0.65568,0.5,0.6
4.09213431E-07,0.65569,0.5,0.6
4.09217353E-07,0.6557,0.5,0.6
4.09221347E-07,0.65571,0.5,0.6
4.09225283E-07,0.65572,0.5,0.6
4.09229205E-07,0.65573,0.5,0.6
4.09233227E-07,0.65574,0.5,0.6
4.0923705E-07,0.65575,0.5,0.6
4.09241085E-07,0.65576,0.5,0.6
4.09245065E-07,0.65577,0.5,0.6
4.09248958E-07,0.65578,0.5,0.6
4.09252966E-07,0.65579,0.5,0.6
4.09256902E-07,0.6558,0.5,0.6
4.09260863E-07,0.65581,0.5,0.6
4.09264832E-07,0.65582,0.5,0.6
4.09268711E-07,0.65583,0.5,0.6
4.09272666E-07,0.65584,0.5,0.6
4.09276627E-07,0.65585,0.5,0.6
4.09280492E-07,0.65586,0.5,0.6
4.092845E-07,0.65587,0.5,0.6
4.09288507E-07,0.65588,0.5,0.6
4.09292415E-07,0.65589,0.5,0.6
4.09296309E-07,0.6559,0.5,0.6
4.09300373E-07,0.65591,0.5,0.6
4.09304295E-07,0.65592,0.5,0.6
4.09308232E-07,0.65593,0.5,0.6
4.09312115E-07,0.65594,0.5,0.6
4.09316147E-07,0.65595,0.5,0.6
4.09320055E-07,0.65596,0.5,0.6
4.09324045E-07,0.65597,0.5,0.6
4.09327871E-07,0.65598,0.5,0.6
4.09331896E-07,0.65599,0.5,0.6
4.09335847E-07,0.656,0.5,0.6
4.0933978E-07,0.65601,0.5,0.6
4.09343748E-07,0.65602,0.5,0.6
4.0934771E-07,0.65603,0.5,0.6
4.09351646E-07,0.65604,0.5,0.6
4.09355572E-07,0.65605,0.5,0.6
4.0935959E-07,0.65606,0.5,0.6
4.09363484E-07,0.65607,0.5,0.6
4.09367363E-07,0.65608,0.5,0.6
4.09371395E-07,0.65609,0.5,0.6
4.09375318E-07,0.6561,0.5,0.6
4.09379275E-07,0.65611,0.5,0.6
4.09383293E-07,0.65612,0.5,0.6
4.09387187E-07,0.65613,0.5,0.6
4.09391109E-07,0.65614,0.5,0.6
4.09395088E-07,0.65615,0.5,0.6
4.09399021E-07,0.65616,0.5,0.6
4.09403E-07,0.65617,0.5,0.6
4.0940694E-07,0.65618,0.5,0.6
4.09410863E-07,0.65619,0.5,0.6
4.09414898E-07,0.6562,0.5,0.6
4.09418753E-07,0.65621,0.5,0.6
4.09422714E-07,0.65622,0.5,0.6
4.09426693E-07,0.65623,0.5,0.6
4.09430598E-07,0.65624,0.5,0.6
4.09434577E-07,0.65625,0.5,0.6
4.09438545E-07,0.65626,0.5,0.6
4.09442507E-07,0.65627,0.5,0.6
4.09446407E-07,0.65628,0.5,0.6
4.09450355E-07,0.65629,0.5,0.6
4.09454334E-07,0.6563,0.5,0.6
4.09458288E-07,0.65631,0.5,0.6
4.09462221E-07,0.65632,0.5,0.6
4.09466157E-07,0.65633,0.5,0.6
4.09470108E-07,0.65634,0.5,0.6
4.09474101E-07,0.65635,0.5,0.6
4.09478034E-07,0.65636,0.5,0.6
4.09481988E-07,0.65637,0.5,0.6
4.09485963E-07,0.65638,0.5,0.6
4.09489846E-07,0.65639,0.5,0.6
4.09493854E-07,0.6564,0.5,0.6
4.09497819E-07,0.65641,0.5,0.6
4.0950167E-07,0.65642,0.5,0.6
4.09505677E-07,0.65643,0.5,0.6
4.09509628E-07,0.65644,0.5,0.6
4.09513635E-07,0.65645,0.5,0.6
4.09517543E-07,0.65646,0.5,0.6
4.0952148E-07,0.65647,0.5,0.6
4.09525402E-07,0.65648,0.5,0.6
4.09529381E-07,0.65649,0.5,0.6
4.0953336E-07,0.6565,0.5,0.6
4.09537293E-07,0.65651,0.5,0.6
4.09541272E-07,0.65652,0.5,0.6
4.09545169E-07,0.65653,0.5,0.6
4.0954912E-07,0.65654,0.5,0.6
4.09553056E-07,0.65655,0.5,0.6
4.09556989E-07,0.65656,0.5,0.6
4.09561E-07,0.65657,0.5,0.6
4.09564908E-07,0.65658,0.5,0.6
4.09568845E-07,0.65659,0.5,0.6
4.09572852E-07,0.6566,0.5,0.6
4.09576703E-07,0.65661,0.5,0.6
4.09580725E-07,0.65662,0.5,0.6
4.0958469E-07,0.65663,0.5,0.6
4.0958864E-07,0.65664,0.5,0.6
4.09592605E-07,0.65665,0.5,0.6
4.09596524E-07,0.65666,0.5,0.6
4.09600421E-07,0.65667,0.5,0.6
4.09604443E-07,0.65668,0.5,0.6
4.09608337E-07,0.65669,0.5,0.6
4.09612316E-07,0.6567,0.5,0.6
4.0961628E-07,0.65671,0.5,0.6
4.09620217E-07,0.65672,0.5,0.6
4.09624167E-07,0.65673,0.5,0.6
4.09628118E-07,0.65674,0.5,0.6
4.09632097E-07,0.65675,0.5,0.6
4.09636076E-07,0.65676,0.5,0.6
4.09639959E-07,0.65677,0.5,0.6
4.09643874E-07,0.65678,0.5,0.6
4.09647871E-07,0.65679,0.5,0.6
4.09651808E-07,0.6568,0.5,0.6
4.09655744E-07,0.65681,0.5,0.6
4.09659766E-07,0.65682,0.5,0.6
4.09663691E-07,0.65683,0.5,0.6
4.09667596E-07,0.65684,0.5,0.6
4.09671589E-07,0.65685,0.5,0.6
4.09675511E-07,0.65686,0.5,0.6
4.09679505E-07,0.65687,0.5,0.6
4.09683398E-07,0.65688,0.5,0.6
4.09687363E-07,0.65689,0.5,0.6
4.09691371E-07,0.6569,0.5,0.6
4.0969525E-07,0.65691,0.5,0.6
4.09699201E-07,0.65692,0.5,0.6
4.09703137E-07,0.65693,0.5,0.6
4.09707102E-07,0.65694,0.5,0.6
4.09711124E-07,0.65695,0.5,0.6
4.09715042E-07,0.65696,0.5,0.6
4.09718936E-07,0.65697,0.5,0.6
4.09722947E-07,0.65698,0.5,0.6
4.09726855E-07,0.65699,0.5,0.6
4.09730873E-07,0.657,0.5,0.6
4.09734774E-07,0.65701,0.5,0.6
4.09738718E-07,0.65702,0.5,0.6
4.097427E-07,0.65703,0.5,0.6
4.09746594E-07,0.65704,0.5,0.6
4.09750644E-07,0.65705,0.5,0.6
4.09754556E-07,0.65706,0.5,0.6
4.09758488E-07,0.65707,0.5,0.6
4.09762368E-07,0.65708,0.5,0.6
4.09766347E-07,0.65709,0.5,0.6
4.09770355E-07,0.6571,0.5,0.6
4.09774277E-07,0.65711,0.5,0.6
4.09778256E-07,0.65712,0.5,0.6
4.09782206E-07,0.65713,0.5,0.6
4.09786114E-07,0.65714,0.5,0.6
4.09790008E-07,0.65715,0.5,0.6
4.09793959E-07,0.65716,0.5,0.6
4.09797995E-07,0.65717,0.5,0.6
4.09801928E-07,0.65718,0.5,0.6
4.09805867E-07,0.65719,0.5,0.6
4.09809761E-07,0.6572,0.5,0.6
4.09813815E-07,0.65721,0.5,0.6
4.09817705E-07,0.65722,0.5,0.6
4.09821713E-07,0.65723,0.5,0.6
4.09825635E-07,0.65724,0.5,0.6
4.09829571E-07,0.65725,0.5,0.6
4.09833536E-07,0.65726,0.5,0.6
4.09837487E-07,0.65727,0.5,0.6
4.09841469E-07,0.65728,0.5,0.6
4.09845388E-07,0.65729,0.5,0.6
4.0984931E-07,0.6573,0.5,0.6
4.09853261E-07,0.65731,0.5,0.6
4.09857215E-07,0.65732,0.5,0.6
4.09861162E-07,0.65733,0.5,0.6
4.09865137E-07,0.65734,0.5,0.6
4.09869035E-07,0.65735,0.5,0.6
4.09873056E-07,0.65736,0.5,0.6
4.09877046E-07,0.65737,0.5,0.6
4.09880972E-07,0.65738,0.5,0.6
4.09884926E-07,0.65739,0.5,0.6
4.09888816E-07,0.6574,0.5,0.6
4.09892781E-07,0.65741,0.5,0.6
4.09896703E-07,0.65742,0.5,0.6
4.09900757E-07,0.65743,0.5,0.6
4.09904647E-07,0.65744,0.5,0.6
4.09908598E-07,0.65745,0.5,0.6
4.09912477E-07,0.65746,0.5,0.6
4.09916513E-07,0.65747,0.5,0.6
4.0992045E-07,0.65748,0.5,0.6
4.09924429E-07,0.65749,0.5,0.6
4.09928308E-07,0.6575,0.5,0.6
4.09932273E-07,0.65751,0.5,0.6
4.09936252E-07,0.65752,0.5,0.6
4.09940203E-07,0.65753,0.5,0.6
4.09944157E-07,0.65754,0.5,0.6
4.09948047E-07,0.65755,0.5,0.6
4.09952026E-07,0.65756,0.5,0.6
4.09955963E-07,0.65757,0.5,0.6
4.09960037E-07,0.65758,0.5,0.6
4.09963906E-07,0.65759,0.5,0.6
4.09967829E-07,0.6576,0.5,0.6
4.09971751E-07,0.65761,0.5,0.6
4.09975716E-07,0.65762,0.5,0.6
4.09979723E-07,0.65763,0.5,0.6
4.09983688E-07,0.65764,0.5,0.6
4.09987639E-07,0.65765,0.5,0.6
4.09991561E-07,0.65766,0.5,0.6
4.09995469E-07,0.65767,0.5,0.6
4.09999448E-07,0.65768,0.5,0.6
4.10003388E-07,0.65769,0.5,0.6
4.1000731E-07,0.6577,0.5,0.6
4.10011289E-07,0.65771,0.5,0.6
4.10015208E-07,0.65772,0.5,0.6
4.10019187E-07,0.65773,0.5,0.6
4.1002318E-07,0.65774,0.5,0.6
4.10027187E-07,0.65775,0.5,0.6
4.10031067E-07,0.65776,0.5,0.6
4.10035032E-07,0.65777,0.5,0.6
4.10038954E-07,0.65778,0.5,0.6
4.10042947E-07,0.65779,0.5,0.6
4.10046855E-07,0.6578,0.5,0.6
4.10050806E-07,0.65781,0.5,0.6
4.10054756E-07,0.65782,0.5,0.6
4.10058689E-07,0.65783,0.5,0.6
4.10062672E-07,0.65784,0.5,0.6
4.10066622E-07,0.65785,0.5,0.6
4.10070573E-07,0.65786,0.5,0.6
4.10074495E-07,0.65787,0.5,0.6
4.1007846E-07,0.65788,0.5,0.6
4.10082354E-07,0.65789,0.5,0.6
4.10086407E-07,0.6579,0.5,0.6
4.10090358E-07,0.65791,0.5,0.6
4.10094245E-07,0.65792,0.5,0.6
4.10098171E-07,0.65793,0.5,0.6
4.10102178E-07,0.65794,0.5,0.6
4.10106161E-07,0.65795,0.5,0.6
4.1011014E-07,0.65796,0.5,0.6
4.10114001E-07,0.65797,0.5,0.6
4.10117977E-07,0.65798,0.5,0.6
4.10121874E-07,0.65799,0.5,0.6
4.10125867E-07,0.658,0.5,0.6
4.10129864E-07,0.65801,0.5,0.6
4.10133811E-07,0.65802,0.5,0.6
4.10137691E-07,0.65803,0.5,0.6
4.10141698E-07,0.65804,0.5,0.6
4.10145592E-07,0.65805,0.5,0.6
4.10149614E-07,0.65806,0.5,0.6
4.10153536E-07,0.65807,0.5,0.6
4.10157458E-07,0.65808,0.5,0.6
4.10161437E-07,0.65809,0.5,0.6
4.10165384E-07,0.6581,0.5,0.6
4.10169324E-07,0.65811,0.5,0.6
4.10173293E-07,0.65812,0.5,0.6
4.10177321E-07,0.65813,0.5,0.6
4.1018129E-07,0.65814,0.5,0.6
4.10185113E-07,0.65815,0.5,0.6
4.10189049E-07,0.65816,0.5,0.6
4.10193074E-07,0.65817,0.5,0.6
4.1019694E-07,0.65818,0.5,0.6
4.10201025E-07,0.65819,0.5,0.6
4.1020488E-07,0.6582,0.5,0.6
4.10208845E-07,0.65821,0.5,0.6
4.10212763E-07,0.65822,0.5,0.6
4.10216732E-07,0.65823,0.5,0.6
4.10220739E-07,0.65824,0.5,0.6
4.10224633E-07,0.65825,0.5,0.6
4.10228584E-07,0.65826,0.5,0.6
4.10232619E-07,0.65827,0.5,0.6
4.10236584E-07,0.65828,0.5,0.6
4.10240492E-07,0.65829,0.5,0.6
4.10244432E-07,0.6583,0.5,0.6
4.10248379E-07,0.65831,0.5,0.6
4.10252273E-07,0.65832,0.5,0.6
4.10256249E-07,0.65833,0.5,0.6
4.10260203E-07,0.65834,0.5,0.6
4.10264168E-07,0.65835,0.5,0.6
4.10268118E-07,0.65836,0.5,0.6
4.10272097E-07,0.65837,0.5,0.6
4.10276005E-07,0.65838,0.5,0.6
4.10279895E-07,0.65839,0.5,0.6
4.10283921E-07,0.6584,0.5,0.6
4.102879E-07,0.65841,0.5,0.6
4.10291889E-07,0.65842,0.5,0.6
4.10295758E-07,0.65843,0.5,0.6
4.10299752E-07,0.65844,0.5,0.6
4.10303716E-07,0.65845,0.5,0.6
4.10307667E-07,0.65846,0.5,0.6
4.10311561E-07,0.65847,0.5,0.6
4.10315554E-07,0.65848,0.5,0.6
4.10319476E-07,0.65849,0.5,0.6
4.10323441E-07,0.6585,0.5,0.6
4.10327395E-07,0.65851,0.5,0.6
4.10331385E-07,0.65852,0.5,0.6
4.10335279E-07,0.65853,0.5,0.6
4.10339229E-07,0.65854,0.5,0.6
4.10343194E-07,0.65855,0.5,0.6
4.10347173E-07,0.65856,0.5,0.6
4.10351166E-07,0.65857,0.5,0.6
4.1035506E-07,0.65858,0.5,0.6
4.10359039E-07,0.65859,0.5,0.6
4.10362979E-07,0.6586,0.5,0.6
4.10366884E-07,0.65861,0.5,0.6
4.10370863E-07,0.65862,0.5,0.6
4.10374842E-07,0.65863,0.5,0.6
4.10378792E-07,0.65864,0.5,0.6
4.10382771E-07,0.65865,0.5,0.6
4.10386654E-07,0.65866,0.5,0.6
4.10390616E-07,0.65867,0.5,0.6
4.10394623E-07,0.65868,0.5,0.6
4.10398574E-07,0.65869,0.5,0.6
4.10402539E-07,0.6587,0.5,0.6
4.10406418E-07,0.65871,0.5,0.6
4.10410397E-07,0.65872,0.5,0.6
4.10414305E-07,0.65873,0.5,0.6
4.10418284E-07,0.65874,0.5,0.6
4.10422295E-07,0.65875,0.5,0.6
4.10426214E-07,0.65876,0.5,0.6
4.10430136E-07,0.65877,0.5,0.6
4.10434087E-07,0.65878,0.5,0.6
4.10438062E-07,0.65879,0.5,0.6
4.10442045E-07,0.6588,0.5,0.6
4.10445953E-07,0.65881,0.5,0.6
4.10449918E-07,0.65882,0.5,0.6
4.10453826E-07,0.65883,0.5,0.6
4.10457805E-07,0.65884,0.5,0.6
4.10461784E-07,0.65885,0.5,0.6
4.10465734E-07,0.65886,0.5,0.6
4.10469699E-07,0.65887,0.5,0.6
4.1047365E-07,0.65888,0.5,0.6
4.10477558E-07,0.65889,0.5,0.6
4.10481523E-07,0.6589,0.5,0.6
4.10485487E-07,0.65891,0.5,0.6
4.10489438E-07,0.65892,0.5,0.6
4.10493431E-07,0.65893,0.5,0.6
4.10497297E-07,0.65894,0.5,0.6
4.10501308E-07,0.65895,0.5,0.6
4.10505255E-07,0.65896,0.5,0.6
4.10509248E-07,0.65897,0.5,0.6
4.10513142E-07,0.65898,0.5,0.6
4.10517078E-07,0.65899,0.5,0.6
4.1052111E-07,0.659,0.5,0.6
4.10525036E-07,0.65901,0.5,0.6
4.10528916E-07,0.65902,0.5,0.6
4.10532941E-07,0.65903,0.5,0.6
4.10536817E-07,0.65904,0.5,0.6
4.10540867E-07,0.65905,0.5,0.6
4.10544704E-07,0.65906,0.5,0.6
4.10548669E-07,0.65907,0.5,0.6
4.10552605E-07,0.65908,0.5,0.6
4.10556641E-07,0.65909,0.5,0.6
4.10560634E-07,0.6591,0.5,0.6
4.10564514E-07,0.65911,0.5,0.6
4.10568479E-07,0.65912,0.5,0.6
4.10572358E-07,0.65913,0.5,0.6
4.10576366E-07,0.65914,0.5,0.6
4.1058032E-07,0.65915,0.5,0.6
4.10584253E-07,0.65916,0.5,0.6
4.10588218E-07,0.65917,0.5,0.6
4.10592165E-07,0.65918,0.5,0.6
4.10596122E-07,0.65919,0.5,0.6
4.10600027E-07,0.6592,0.5,0.6
4.10604024E-07,0.65921,0.5,0.6
4.10607942E-07,0.65922,0.5,0.6
